driver_id,latitude,longitude,location,online_status,trip_status,ride_acceptance_rate,cancellation_rate,avg_trip_duration_minutes,avg_trip_distance_km,experience_years,rating,completed_trips,preferred_shift,peak_acceptance_rate,off_peak_acceptance_rate,preferred_trip_type,incentive_responsiveness,event_sensitivity,daily_avg_distance_km,coins_earned,target_distance_60_percent,target_distance_100_percent,multiplier_active,multiplier_value,multiplier_valid_until,distance_covered_today,home_latitude,home_longitude,home_location,consecutive_trips
cbbd6ec3-389b-4e42-b1fd-694681a17551,12.989798175208946,77.60226472304808,Shivajinagar,Online,En Route,94.89,8.31,15.11,2.37,9,4.11,3736,Morning,96.03,85.58,Both,1.0,0.06,98.96,92,59.38,98.96,False,1.25,2025-03-16 16:44:12.748906,95.86,12.9336606002035,77.59003927748473,Jayanagar,0
64d65da8-391b-4fea-9904-5d9a01194276,12.963922453522455,77.5222821361223,Vijay Nagar,Online,Idle,87.1,31.5,4.3,2.7,6,4.41,813,Afternoon,90.4,82.76,Short,0.7,0.57,99.28,71,59.57,99.28,True,1.25,2025-03-15 16:44:12.749332,73.89,12.865020788541939,77.59155012942585,Bannerghatta,0
7c1c9f3c-bd01-455b-aecc-f60e24ea2d8b,12.909097411590475,77.64311424172564,HSR Layout,Offline,Idle,78.23,17.87,23.96,18.83,7,3.09,1453,Night,79.3,74.88,Short,0.82,0.39,58.35,27,35.01,58.35,True,1.0,2025-03-15 16:44:12.749743,15.17,13.242764816936576,77.70534631902218,Devanahalli,0
71a78b7e-98ac-4581-8290-e20e60ffb611,12.981190552325726,77.61377590039415,Shivajinagar,Online,Idle,67.03,37.04,13.28,6.23,6,4.66,4884,All Day,67.66,66.66,Short,0.51,0.08,95.34,68,57.2,95.34,False,1.25,2025-03-16 16:44:12.750085,87.06,12.929602990646508,77.63162241688144,Koramangala,1
a2eb6646-4f73-4dc9-bae8-b38c3aae5f80,12.936892947813549,77.57824696203485,Jayanagar,Online,Idle,91.75,30.52,13.04,5.46,6,4.94,3137,Evening,95.79,90.41,Short,0.88,0.62,96.33,50,57.8,96.33,False,1.25,2025-03-16 16:44:12.750617,33.77,12.986798353737091,77.663944880902,CV Raman Nagar,2
523aa17b-ba45-4f43-9fb5-a74ec94cd276,13.054720041821028,77.598227940653,Byatarayanapura,Online,En Route,86.69,1.92,14.88,5.51,3,4.07,3545,Night,88.51,83.23,Both,0.74,0.67,53.79,50,32.27,53.79,True,1.25,2025-03-15 16:44:12.751084,18.56,12.543152384289654,77.4083360936297,Kanakapura,0
bb94bb41-7eb5-4a55-9b96-d8273a6ea9fc,12.970488470074649,77.74701982968544,Whitefield,Offline,Idle,86.71,21.98,17.21,5.72,8,3.97,4669,Night,90.39,82.08,Both,0.52,0.25,97.07,22,58.24,97.07,False,1.0,2025-03-17 16:44:12.751568,2.96,13.037444299621493,77.51148293341586,Dasarahalli,2
5964237d-844c-4c20-89e8-6332a1a704ab,13.030449410072695,77.59178486461899,Hebbal,Online,Idle,88.96,4.47,30.84,5.31,8,4.17,2572,All Day,92.59,82.5,Long,0.68,0.99,88.46,32,53.08,88.46,True,1.0,2025-03-15 16:44:12.751996,13.52,12.979919154567689,77.6593136274652,CV Raman Nagar,2
3d3398b0-1166-45d7-a9d0-28612d781bb0,12.963657752490803,77.53671729773482,Vijay Nagar,Online,Occupied,65.38,11.89,15.72,0.83,5,3.37,1241,Night,69.64,60.31,Short,0.56,0.61,63.09,36,37.85,63.09,False,1.0,2025-03-17 16:44:12.752368,30.36,13.012851788651032,77.56713647073644,Mekhri Circle,1
5f97eb1b-6d94-4ec0-a94b-699d3975f441,13.017485359444382,77.54837206235877,Mahalakshmi Layout,Online,Idle,71.21,10.03,26.44,8.06,8,4.66,1352,Night,72.85,69.57,Both,0.83,0.52,68.71,41,41.23,68.71,False,1.0,2025-03-17 16:44:12.752845,49.04,12.722793348905844,77.30068203088364,Ramanagaram,0
a839c743-9c10-4eca-a44a-2d9aeed688b0,12.927552187603524,77.61745440780186,Madiwala,Online,Occupied,69.74,18.06,25.14,7.24,7,4.15,2304,Morning,72.86,67.25,Both,0.52,0.57,101.0,73,60.6,101.0,False,1.25,2025-03-16 16:44:12.753241,54.18,12.91417643131114,77.60924000438564,BTM Layout,3
752b606b-f14e-4415-bbcf-4111cea7537d,12.986345745811208,77.5613459073156,Rajaji Nagar,Online,Idle,79.22,41.77,5.21,0.79,10,4.17,3105,Afternoon,85.33,79.04,Both,0.97,0.57,95.73,36,57.44,95.73,False,1.0,2025-03-16 16:44:12.753636,73.83,12.91408870739441,77.60147843078735,BTM Layout,2
b9f86489-43f1-4944-8710-6822a77ca000,12.982428884712496,77.58528734029538,Gandhi Nagar,Offline,En Route,87.87,32.7,11.74,2.02,6,3.69,3381,Evening,95.24,83.35,Short,0.73,0.14,54.11,70,32.47,54.11,True,1.25,2025-03-15 16:44:12.753961,49.5,12.939047877982333,77.57131176700555,Basavanagudi,1
09c122e3-581e-4b53-86be-b3cee8840b50,13.020361889131765,77.51767074744033,Dasarahalli,Online,Occupied,82.53,19.77,18.67,4.57,8,4.17,868,Evening,87.06,77.29,Long,0.7,0.56,52.42,0,31.45,52.42,False,1.0,2025-03-17 16:44:12.754388,49.6,12.925366186325594,77.62251489346286,Koramangala,1
b8366bf2-1f51-454a-93e7-a58570f04db7,12.970174683421961,77.56660772711321,Chickpet,Online,Occupied,74.44,8.59,23.82,4.13,8,4.61,4083,Night,83.88,73.03,Long,0.66,0.09,90.66,32,54.4,90.66,False,1.0,2025-03-17 16:44:12.754981,11.13,12.949028881517506,77.53925851127228,Mysore Road,1
0df19f14-39ee-4ce7-9778-0ce7afb31483,12.90725343422154,77.62414887123477,Bommanahalli,Online,Idle,94.93,44.41,49.56,3.17,8,4.97,4323,Morning,99.78,89.8,Both,0.85,0.4,57.44,21,34.46,57.44,False,1.0,2025-03-16 16:44:12.755564,30.2,12.701733585716966,77.69094614653038,Anekal,2
d57784e9-b764-4a53-bc41-f19e2a82a551,12.976251677518233,77.7504932335731,Whitefield,Offline,En Route,84.82,0.94,9.64,8.29,10,4.83,3069,All Day,88.65,79.63,Short,0.58,0.74,46.62,35,27.97,46.62,False,1.0,2025-03-15 16:44:12.756157,18.15,12.965573874735414,77.74701345432929,Whitefield,0
1931d3e2-a233-401c-bc62-6cab56acb825,12.918730657222438,77.56480809334016,Padmanabhanagar,Offline,Idle,73.89,6.6,13.3,6.6,9,3.15,1340,All Day,80.77,69.54,Short,0.91,0.8,95.58,93,57.35,95.58,True,1.25,2025-03-17 16:44:12.756892,30.07,12.552348605036336,77.42694197571528,Kanakapura,0
658477d2-dcaa-45ca-8b64-d203a2bee515,12.994004747076415,77.66502011545916,CV Raman Nagar,Online,En Route,63.35,28.64,26.25,8.89,5,4.46,3030,Afternoon,67.56,55.39,Both,0.53,0.46,81.79,16,49.07,81.79,False,1.0,2025-03-17 16:44:12.757539,45.86,12.971621237676882,77.58379996713046,Chickpet,2
703dd56f-a858-40bf-bd2a-853b842aa7ff,13.067497499275362,77.80319533543057,Hoskote,Online,Idle,89.34,43.08,25.43,8.3,7,3.02,4224,Morning,93.36,84.54,Both,0.94,0.98,101.46,24,60.88,101.46,False,1.0,2025-03-15 16:44:12.758363,74.3,12.90666692724086,77.60944621533075,BTM Layout,1
c648156c-32ba-4e2a-9caf-2d6a59f7ab80,13.09552616240912,77.389972155021,Nelamangala,Online,Idle,97.39,7.0,8.12,20.34,4,3.13,984,Evening,100.0,95.08,Short,0.61,0.19,102.37,5,61.42,102.37,False,1.0,2025-03-16 16:44:12.758942,99.21,12.964075717699268,77.2344550456639,Magadi,1
292e3689-33d4-4124-97b6-50f8d4b5743a,13.012700630017205,77.57130466735903,Mekhri Circle,Online,En Route,79.32,30.53,35.83,3.0,10,4.62,4235,Morning,84.83,78.45,Long,0.69,0.26,97.87,89,58.72,97.87,False,1.25,2025-03-15 16:44:12.759356,21.55,12.933565175273191,77.5748226171898,Jayanagar,0
4fdafb43-e826-46bb-a2e5-866202e1b006,12.952130340524786,77.54485812538275,Govindraj Nagar,Online,Occupied,75.4,34.48,17.5,3.41,5,4.36,4386,Evening,82.93,73.81,Both,0.94,0.03,106.07,9,63.64,106.07,False,1.0,2025-03-15 16:44:12.759836,78.86,12.934715197920966,77.54275934048238,Mysore Road,4
4306ec79-bd76-4dd7-bc17-01d46c807d45,12.914449354675218,77.55272771743434,Padmanabhanagar,Online,En Route,92.12,29.23,19.66,4.64,5,3.21,1987,Night,92.8,89.11,Both,0.53,0.58,67.67,89,40.6,67.67,True,1.25,2025-03-16 16:44:12.760344,58.98,12.939369779383547,77.5926775571057,Jayanagar,3
0c57c15e-c860-4add-8cc7-2250fd3feb74,12.980651472868038,77.57848791718457,Gandhi Nagar,Online,Idle,70.12,13.45,5.33,5.35,4,4.68,3255,Evening,72.86,60.61,Short,0.72,0.94,73.58,58,44.15,73.58,False,1.25,2025-03-17 16:44:12.760811,20.18,13.039779552959196,77.51258668012629,Dasarahalli,3
413ecb34-8cc3-4cb5-9a6f-8532102774e0,13.040088453452283,77.60131674024062,Hebbal,Online,Occupied,95.22,51.4,5.56,2.88,10,4.23,626,Morning,95.23,89.24,Both,0.62,0.56,58.04,59,34.82,58.04,True,1.25,2025-03-16 16:44:12.761331,18.92,13.029705278777714,77.54846493497944,Yeshwantpur,4
de894c35-f64b-40f2-9f83-126bee62ce25,12.977991612853351,77.60679197193272,Shivajinagar,Online,Idle,77.18,31.77,23.49,5.66,6,4.24,2820,Afternoon,84.94,67.77,Short,0.77,0.88,46.6,76,27.96,46.6,True,1.25,2025-03-16 16:44:12.761793,15.01,12.972149327726296,77.59351718179725,Shanti Nagar,1
5f7647e5-a6a4-4fb8-9d45-fc7d8943c402,13.041611733982181,77.5904030048849,Hebbal,Online,Idle,50.65,26.04,35.05,5.46,10,3.96,4209,Evening,57.89,44.71,Both,0.74,0.62,66.32,99,39.79,66.32,False,1.25,2025-03-15 16:44:12.762211,52.37,12.914774155510017,77.64736391432906,HSR Layout,1
15391677-9442-4107-932e-70cdae8d7ede,12.968817222785832,77.64386526038474,Indiranagar,Online,En Route,87.98,8.7,11.81,10.79,4,4.01,1812,Evening,93.76,83.59,Both,0.74,0.87,112.06,5,67.24,112.06,False,1.0,2025-03-17 16:44:12.762633,66.38,12.938147266912333,77.5775132437801,Jayanagar,4
47974696-b078-4331-84de-855d7278ffc1,12.987716256140406,77.56211996127563,Rajaji Nagar,Online,Occupied,58.78,39.98,14.9,14.19,4,4.19,3316,Evening,61.91,54.79,Both,0.5,0.59,87.9,35,52.74,87.9,False,1.0,2025-03-17 16:44:12.763016,20.63,12.977474193393215,77.74874048747566,Whitefield,1
0f9d518a-7d0f-4e92-9458-da4fdb485542,12.926875551476627,77.63048780802919,Koramangala,Online,En Route,88.96,2.91,19.07,5.7,4,3.54,1068,All Day,98.32,88.56,Short,0.73,0.93,65.29,50,39.17,65.29,True,1.25,2025-03-16 16:44:12.763370,25.94,12.898997941631842,77.62151935471967,Bommanahalli,1
5f7395e8-5136-49ba-98af-d87312c9f4f2,12.926362613141405,77.5927619549614,Jayanagar,Online,Idle,82.94,2.73,24.08,3.43,2,4.32,2574,Afternoon,83.12,80.5,Both,0.93,0.77,49.05,88,29.43,49.05,False,1.25,2025-03-15 16:44:12.763724,29.46,12.930717507126761,77.52583677767424,Rajarajeshwarinagar,4
729e70e9-1f4e-4a38-a721-bb4971b7f50d,12.862943704734235,77.59377147334484,Bannerghatta,Online,En Route,82.84,14.4,27.33,8.73,6,4.3,2872,Morning,86.51,78.88,Both,0.69,0.45,59.0,34,35.4,59.0,False,1.0,2025-03-16 16:44:12.764104,34.64,13.092968887702854,77.39815151937896,Nelamangala,1
74cd3c1a-161e-42cb-b0d0-636a1f3187b3,12.976969880876013,77.57419571560358,Gandhi Nagar,Offline,En Route,93.79,2.54,25.06,8.55,3,3.12,4984,All Day,97.3,92.77,Long,0.63,0.28,64.58,27,38.75,64.58,False,1.0,2025-03-16 16:44:12.764559,39.42,12.655623013484465,77.20195248001468,Channapatna,3
4cb61a00-1612-40aa-a08c-97cc65e0c2e2,13.077163480311913,77.79914962081033,Hoskote,Online,Occupied,89.22,9.43,29.2,7.08,7,4.28,1400,Night,91.5,87.1,Both,0.71,0.84,112.0,79,67.2,112.0,False,1.25,2025-03-17 16:44:12.765032,87.42,12.980496120710962,77.67255228637028,CV Raman Nagar,3
a64b71bd-c2d3-4bde-8abd-bea01bc3f9eb,13.103028493390612,77.40149059951537,Nelamangala,Offline,Idle,71.77,18.2,18.6,7.49,9,3.99,869,Evening,77.74,65.01,Long,0.72,0.72,41.27,23,24.76,41.27,True,1.0,2025-03-17 16:44:12.765397,24.89,12.903044542655108,77.59871049584659,JP Nagar,4
9e98e3ad-d9c5-4610-86b4-3ea34a8d2aba,12.90588838737978,77.55431316499194,Padmanabhanagar,Offline,Idle,83.38,6.02,3.57,0.57,6,3.1,2917,Morning,93.33,78.92,Long,0.79,0.09,116.93,92,70.16,116.93,False,1.25,2025-03-15 16:44:12.765892,19.93,12.912489557060105,77.56105378226793,Padmanabhanagar,3
7af21e08-e029-4825-842a-a6b3453196c9,13.04545143048478,77.63499823448974,Hennur,Offline,Occupied,87.15,31.88,19.27,3.9,6,3.32,2656,Night,90.18,84.51,Long,0.54,0.94,84.3,74,50.58,84.3,False,1.25,2025-03-16 16:44:12.766277,37.7,12.992111886667212,77.69691358855394,Mahadevapura,2
36ebdaa6-d6ff-4e32-8463-f1018b039f65,12.551925519135143,77.41919174764635,Kanakapura,Online,Idle,60.4,13.03,25.3,3.24,2,3.45,4461,Morning,66.16,55.61,Long,0.8,0.14,111.86,51,67.12,111.86,False,1.25,2025-03-15 16:44:12.766711,92.31,12.959726137716702,77.21833523822251,Magadi,4
c1a31098-b6dd-4362-9897-84e97b148ac3,12.920416238138989,77.57600332578309,Jayanagar,Offline,En Route,75.87,9.06,45.27,11.36,3,3.38,4837,Evening,83.41,69.67,Short,0.72,0.17,45.97,27,27.58,45.97,False,1.0,2025-03-17 16:44:12.767116,8.17,13.299532361111387,77.53976103348575,Doddaballapur,3
011df517-4abd-42bb-824a-20ce7f184f26,13.03783393707706,77.55607940539012,Yeshwantpur,Online,Idle,57.65,12.29,37.63,3.87,7,3.83,2393,All Day,65.25,56.28,Long,0.61,0.01,59.3,84,35.58,59.3,True,1.25,2025-03-15 16:44:12.767572,56.9,12.958857080878527,77.68959472397356,Marathahalli,3
a377834a-c18e-48c1-97b5-85eb8e9234b1,13.103421802469251,77.59628667669958,Yelahanka,Online,Idle,94.96,10.68,20.72,2.67,1,4.68,3997,Night,100.0,86.71,Long,0.69,0.45,58.16,16,34.9,58.16,True,1.0,2025-03-15 16:44:12.768117,8.73,12.91104867537443,77.59084443841626,JP Nagar,4
c8c54814-68b9-4aaa-a8ab-7cd8339a1a57,12.969356616407882,77.63156043696475,Indiranagar,Online,En Route,80.36,14.51,2.64,4.53,1,3.59,3939,Morning,90.12,73.69,Short,0.63,0.26,45.54,88,27.32,45.54,False,1.25,2025-03-16 16:44:12.768588,40.8,12.957344310068892,77.52970467140865,Govindraj Nagar,2
0ce576fb-ea8d-4bd2-9abd-f18cb882015f,12.951099406587177,77.53843763179273,Mysore Road,Online,Occupied,88.1,26.17,4.99,7.6,5,4.35,785,Morning,94.56,85.24,Both,0.93,0.85,113.51,17,68.11,113.51,False,1.0,2025-03-16 16:44:12.769017,52.28,12.9184399710578,77.65196981354323,HSR Layout,3
6007110b-f2cf-4156-a8c4-cefd93776ee6,12.979477164139961,77.55180119665043,Rajaji Nagar,Offline,Idle,88.39,21.63,24.6,13.19,3,3.6,2166,All Day,89.32,82.61,Both,0.72,0.16,84.64,71,50.78,84.64,False,1.25,2025-03-15 16:44:12.769481,74.61,12.541758041944979,77.41157907734535,Kanakapura,1
6df20de6-8c39-4a48-9d23-f6de7e640e12,12.549351206255562,77.41391857860015,Kanakapura,Online,Occupied,90.24,34.67,19.91,8.94,3,4.68,3995,Evening,100.0,86.56,Long,0.86,0.89,87.44,36,52.46,87.44,False,1.0,2025-03-16 16:44:12.769923,60.82,12.946464365272085,77.2282917867492,Magadi,3
d79b3e3e-264d-4151-9066-36f8ae7067d2,12.85502638559851,77.59455347189501,Bannerghatta,Online,Occupied,90.46,21.54,9.46,2.06,10,4.42,3074,Night,95.63,86.06,Short,0.66,0.43,47.09,91,28.25,47.09,False,1.25,2025-03-17 16:44:12.770366,34.55,12.952388870209838,77.21936960148531,Magadi,3
2f57d774-91c1-4f37-865e-d304125cf173,12.992023327682265,77.62526504933808,Pulakeshinagar,Online,Occupied,80.78,4.34,49.01,3.06,4,4.61,803,All Day,87.84,74.47,Short,0.95,0.91,102.42,99,61.45,102.42,False,1.25,2025-03-16 16:44:12.770900,23.07,12.920526988162898,77.62507672059407,Koramangala,3
41051095-f87f-4a22-963e-a30b190d2e3d,13.021539103125342,77.55653229242166,Mahalakshmi Layout,Online,Idle,85.65,7.18,8.3,4.92,4,4.24,974,Morning,89.11,82.5,Both,0.54,0.24,98.6,74,59.16,98.6,False,1.25,2025-03-17 16:44:12.771370,86.98,12.976268956931273,77.64735736750644,Indiranagar,0
2ab01e90-8401-4307-b6aa-4eec93f3d06f,13.100389622625903,77.60589101680763,Yelahanka,Online,Occupied,91.95,9.35,47.79,6.59,10,4.09,3769,Morning,97.38,91.13,Long,0.74,0.17,115.66,56,69.4,115.66,False,1.25,2025-03-16 16:44:12.771779,99.7,13.011403245289769,77.58108567425391,Mekhri Circle,3
dddf997c-1e5f-4039-9218-48dae1eeefe3,13.039745462117638,77.6319500529754,Hennur,Offline,En Route,88.79,18.47,8.58,3.73,10,4.5,4642,Afternoon,89.45,84.16,Both,0.77,0.5,48.44,51,29.06,48.44,False,1.25,2025-03-17 16:44:12.772213,18.43,12.551712237018506,77.42698953307801,Kanakapura,3
2d71caef-9b94-428c-8c34-1a44d65c33ef,13.063366592623895,77.58944275916168,Byatarayanapura,Offline,En Route,88.83,30.18,7.95,3.81,5,4.47,787,Evening,91.96,80.84,Both,0.93,0.12,99.18,15,59.51,99.18,False,1.0,2025-03-15 16:44:12.772726,97.6,12.981058399976073,77.57929342546508,Gandhi Nagar,3
0e38cca7-665b-41cf-a8ff-f8a183b700ee,12.926541563141633,77.6196956491571,BTM Layout,Online,Idle,85.73,34.78,6.74,6.15,8,3.99,1254,Night,89.08,83.99,Both,0.91,0.1,59.19,51,35.51,59.19,False,1.25,2025-03-17 16:44:12.773146,26.66,12.974776526739266,77.75292295169763,Whitefield,0
4ec2d485-ce51-4404-852a-2385ac7e97a1,13.250528951061696,77.71412574334796,Devanahalli,Offline,En Route,94.63,30.49,13.54,9.19,9,3.43,4728,Evening,100.0,90.54,Both,0.95,0.23,104.59,76,62.75,104.59,False,1.25,2025-03-17 16:44:12.773585,94.88,13.299114646238117,77.53860881261961,Doddaballapur,2
021261d0-7698-4fc8-91c9-065b078143ca,12.93959518774853,77.56729005806748,Basavanagudi,Online,Idle,53.07,15.67,15.81,7.4,7,4.24,2910,Night,61.37,50.26,Both,0.56,0.7,83.26,39,49.96,83.26,False,1.0,2025-03-15 16:44:12.774039,1.03,12.915975359309291,77.6061253052152,BTM Layout,2
9cd04c5c-4267-40af-b6d4-cfe4d0414fed,12.952384817459768,77.53172702988682,Govindraj Nagar,Online,En Route,95.37,32.42,30.27,2.79,4,3.44,2144,Morning,100.0,88.68,Both,0.94,0.57,81.4,46,48.84,81.4,True,1.0,2025-03-16 16:44:12.774393,35.38,12.917077593114604,77.6494384686203,HSR Layout,1
51ad7cad-3c58-4d58-96b5-b428ea32eaa1,13.021196493506936,77.54321163823114,Yeshwantpur,Offline,En Route,71.48,31.96,14.13,0.82,6,3.14,3836,Afternoon,75.1,66.76,Short,0.57,0.28,117.72,92,70.63,117.72,False,1.25,2025-03-17 16:44:12.774872,23.08,12.994315601421516,77.62731366431032,Pulakeshinagar,0
02bb4b89-fd41-49a5-81ae-6dd00b4bed15,12.922231452568921,77.50941011598321,Rajarajeshwarinagar,Online,Idle,91.52,23.48,7.64,6.11,9,3.06,1617,Evening,96.02,82.22,Short,0.69,0.73,110.58,60,66.35,110.58,False,1.25,2025-03-15 16:44:12.775321,34.21,12.929075807684425,77.6265012102297,Madiwala,1
d94f3bd9-e700-4145-aec5-2d3cc69b929e,13.032327869022126,77.55705761005825,Yeshwantpur,Online,Occupied,72.53,10.05,14.16,9.11,2,4.34,4300,Afternoon,76.15,66.59,Short,0.82,0.91,89.01,27,53.41,89.01,True,1.0,2025-03-16 16:44:12.775718,10.73,13.108549066145716,77.58762887688711,Yelahanka,1
cdf79b4d-5707-4319-af97-45d61a3bfe0e,12.95113413221462,77.53564068520255,Govindraj Nagar,Online,En Route,77.73,41.4,9.64,15.51,5,4.72,3359,Night,85.71,69.51,Both,0.96,0.43,65.51,47,39.31,65.51,True,1.0,2025-03-17 16:44:12.776185,39.38,12.976011717252875,77.53436810036985,Vijay Nagar,1
2ded095e-fe9e-405b-9b30-ce7fcbf6250c,12.971737204033976,77.63941058676924,Indiranagar,Online,Occupied,81.89,3.57,35.5,1.67,4,4.16,1154,Night,83.57,72.17,Short,0.99,0.53,50.86,25,30.52,50.86,True,1.0,2025-03-16 16:44:12.776669,47.08,13.016683004486564,77.54530868535986,Mahalakshmi Layout,2
30848970-dbdd-4b09-8054-98c9ecb742ca,13.288641237011332,77.53715702394385,Doddaballapur,Online,Occupied,91.54,17.21,16.43,6.7,5,4.67,1046,Evening,94.57,88.95,Short,0.53,0.34,61.62,43,36.97,61.62,False,1.0,2025-03-17 16:44:12.777073,10.18,12.907959688523292,77.60059427608311,JP Nagar,4
3228f4ce-cdbe-4fcc-bffa-f75ef6f1c158,13.014724686428421,77.57587795663585,Mekhri Circle,Online,Occupied,73.17,19.87,19.97,6.1,5,4.49,1610,Night,73.75,66.36,Long,0.52,0.97,115.93,25,69.56,115.93,False,1.0,2025-03-16 16:44:12.777507,68.25,12.939306598158392,77.56541567111051,Basavanagudi,0
5893369e-ced7-4bde-a3ed-3d43397390f3,12.547454233980448,77.4165244742731,Kanakapura,Online,Occupied,84.76,14.18,49.53,1.99,3,3.9,1042,All Day,94.03,84.57,Long,0.84,0.72,95.4,41,57.24,95.4,False,1.0,2025-03-15 16:44:12.777925,34.22,13.30178874415359,77.5329751974483,Doddaballapur,0
33c42943-9a50-4d13-92f1-aae251414b75,12.995967880286107,77.7064109206554,Mahadevapura,Online,Occupied,60.09,4.81,18.61,13.65,4,3.81,1481,Evening,63.58,58.98,Both,0.97,0.07,116.41,15,69.85,116.41,False,1.0,2025-03-15 16:44:12.778496,58.28,13.011190310889814,77.70034172954534,Krishnarajapuram,3
7242c8fd-3e70-454b-a52a-e3ecdfa7d41c,12.920803930257692,77.63130220112843,Koramangala,Online,Idle,94.54,9.97,12.63,3.59,1,4.44,1689,Night,100.0,89.28,Long,0.62,0.3,63.2,29,37.92,63.2,False,1.0,2025-03-15 16:44:12.778871,57.94,12.921013102905663,77.60812891261827,BTM Layout,1
